ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count,nonzeros_relative,avg_nnz_relative,max_nnz_relative,std_nnz_relative,avg_row_block_count_relative,std_row_block_count_relative,min_row_block_count_relative,max_row_block_count_relative,avg_row_block_size_relative,std_row_block_size_relative,min_row_block_size_relative,max_row_block_size_relative,block_count_relative
147-498-2,HB/fs_541_3,0,500,1,57,8.7719298245614,1,147-498-2,147,498,2,/home/anna/.ssgetpy/MM/HB/fs_541_3/fs_541_3.mtx,498,498,3363,False,0.0,0.831413612565445,0.0135602651570135,6.753012048192771,10,1.7815545769631127,5.889558232931727,1.8339314665818256,3,9,1.1466075690419366,0.4450580034417283,1,3,2933,6.753012048192771,0.013560265157013595,0.020080321285140562,0.003577418829243198,0.01182642215448138,0.003682593306389208,0.006024096385542169,0.018072289156626505,0.0023024248374336077,0.0008936907699633098,0.002008032128514056,0.006024096385542169,5.889558232931727
427-498-726,FIDAP/ex3,0,500,1,96,5.20833333333333,1,427-498-726,427,498,726,/home/anna/.ssgetpy/MM/FIDAP/ex3/ex3.mtx,498,498,13646,True,1.0,1.0,0.0550233060757084,27.401606425702813,52,11.109321560376504,4.813253012048193,1.6716587066645012,1,9,5.6929495202336255,5.225575357490247,1,18,2397,27.401606425702813,0.05502330607570846,0.10441767068273092,0.022307874619229926,0.009665166690859825,0.0033567443908925727,0.002008032128514056,0.018072289156626505,0.011431625542637802,0.010493123207811742,0.002008032128514056,0.03614457831325301,4.813253012048193
1330-1462-510,MathWorks/Kuu,1,68,1,70,0.971428571428571,0,1330-1462-510,1330,1462,510,/home/anna/.ssgetpy/MM/MathWorks/Kuu/Kuu.mtx,1462,1462,62108,True,1.0,1.0,0.0290571355319718,42.48153214774282,98,18.38684106442186,4.329001367989056,1.3706794679386198,2,8,9.81324063833149,2.8171553778966216,1,14,6329,42.48153214774282,0.029057135531971832,0.06703146374829001,0.012576498676075142,0.0029610132475985334,0.0009375372557719698,0.0013679890560875513,0.005471956224350205,0.006712202898995547,0.0019269188631303841,0.0006839945280437756,0.009575923392612859,4.329001367989056
353-776-29,Boeing/crystm01,1,54,1,54,1.0,0,353-776-29,353,776,29,/home/anna/.ssgetpy/MM/Boeing/crystm01/crystm01.mtx,776,776,14202,True,1.0,1.0,0.0235844669996811,18.301546391752577,27,5.699457170789358,18.301546391752577,5.699457170789358,6,27,1.0,0.0,1,1,14202,18.301546391752577,0.023584466999681156,0.03479381443298969,0.007344661302563606,0.023584466999681156,0.007344661302563606,0.007731958762886598,0.03479381443298969,0.001288659793814433,0.0,0.001288659793814433,0.001288659793814433,18.301546391752577
206-144-4,HB/lund_a,1,150,1,63,2.38095238095238,1,206-144-4,206,144,4,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,144,144,2408,True,1.0,1.0,0.1161265432098765,16.72222222222222,21,4.340449996583247,2.8472222222222223,0.413646461439873,2,4,5.873170731707317,2.053791780626205,1,9,410,16.72222222222222,0.11612654320987653,0.14583333333333334,0.030142013865161434,0.019772376543209878,0.002872544871110229,0.013888888888888888,0.027777777777777776,0.04078590785907859,0.014262442921015313,0.006944444444444444,0.0625,2.8472222222222223
206-144-4,HB/lund_a,1,150,1,63,2.38095238095238,1,206-144-4,206,144,4,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,144,144,2408,True,1.0,1.0,0.1161265432098765,16.72222222222222,21,4.340449996583247,2.8472222222222223,0.413646461439873,2,4,5.873170731707317,2.053791780626205,1,9,410,16.72222222222222,0.11612654320987653,0.14583333333333334,0.030142013865161434,0.019772376543209878,0.002872544871110229,0.013888888888888888,0.027777777777777776,0.04078590785907859,0.014262442921015313,0.006944444444444444,0.0625,2.8472222222222223
828-1389-1231,Wang/swang1,1,15,1,54,0.277777777777778,0,828-1389-1231,828,1389,1231,/home/anna/.ssgetpy/MM/Wang/swang1/swang1.mtx,1389,1389,6481,False,0.0,1.0,0.0033592129044363,4.665946724262059,5,0.6793250790574611,3.120950323974082,0.7492162190026787,1,5,1.495040369088812,0.759658055767288,1,4,4335,4.665946724262059,0.003359212904436328,0.003599712023038157,0.0004890749309268978,0.0022469044809028667,0.0005393925262798262,0.0007199424046076314,0.003599712023038157,0.0010763429583072802,0.0005469100473486595,0.0007199424046076314,0.0028797696184305254,3.120950323974082
387-1036-6,DRIVCAV/cavity08,0,1050,1,759,1.38339920948617,1,387-1036-6,387,1036,6,/home/anna/.ssgetpy/MM/DRIVCAV/cavity08/cavity08.mtx,1036,1036,27354,False,0.0,1.0,0.0254859796365587,26.403474903474905,62,16.470675576557625,5.9391891891891895,2.4595509444565966,1,14,4.445636274987811,5.067688508428654,1,22,6153,26.403474903474905,0.025485979636558787,0.059845559845559844,0.015898335498607745,0.005732808097672962,0.002374083923220653,0.0009652509652509653,0.013513513513513514,0.00429115470558669,0.004891591224351983,0.0009652509652509653,0.021235521235521235,5.9391891891891895
1021-891-661,Sandia/adder_dcop_38,1,66,0,0,0.0,0,1021-891-661,1021,891,661,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_38/adder_dcop_38.mtx,891,891,2703,False,0.0,0.568119139547711,0.0034047924059147,3.0336700336700337,7,1.489203242403366,2.4101123595505616,1.253000438840658,1,7,1.26013986013986,0.5239450308549135,1,5,2145,3.0336700336700337,0.0034047924059147404,0.007856341189674524,0.0016713841104414884,0.0027049521431543903,0.0014062855654777306,0.001122334455667789,0.007856341189674524,0.0014142983839953533,0.0005880415610043922,0.001122334455667789,0.005611672278338945,2.4074074074074074
1107-758-399,Sandia/fpga_trans_02,1,86,1,54,1.59259259259259,1,1107-758-399,1107,758,399,/home/anna/.ssgetpy/MM/Sandia/fpga_trans_02/fpga_trans_02.mtx,758,758,3278,False,0.0031720856463124,1.0,0.0057051955917878,4.324538258575198,49,5.048075417427937,2.4182058047493404,1.131480898472204,1,10,1.7883251500272777,2.3356940156530666,1,32,1833,4.324538258575198,0.005705195591787861,0.06464379947229551,0.006659730102147675,0.00319024512499913,0.0014927188634197943,0.0013192612137203166,0.013192612137203167,0.0023592680079515538,0.0030813905219697446,0.0013192612137203166,0.04221635883905013,2.4182058047493404
2371-1363-109,Rommes/S40PI_n,1,444,0,0,0.0,0,2371-1363-109,2371,1363,109,/home/anna/.ssgetpy/MM/Rommes/S40PI_n/S40PI_n.mtx,1363,1363,3344,False,0.0119047619047619,1.0,0.0018000085048248,2.453411592076302,3,0.5471646233099201,1.4926578560939794,0.4999460900165768,1,2,1.644859813084112,0.9345499257514028,1,3,2033,2.453411592076302,0.0018000085048248732,0.0022010271460014674,0.00040144139641226716,0.0010951268203184,0.00036679830522125956,0.0007336757153338225,0.001467351430667645,0.0012067936999883434,0.0006856565852908311,0.0007336757153338225,0.0022010271460014674,1.491562729273661
1075-199-105,Sandia/fpga_dcop_21,1,21,1,58,0.362068965517241,0,1075-199-105,1075,199,105,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_21/fpga_dcop_21.mtx,199,199,343,False,0.2638888888888889,0.8194444444444444,0.0086613974394586,1.723618090452261,4,0.8381572122439529,1.321608040201005,0.5733489971197031,1,4,1.3041825095057034,0.4600603334525984,1,2,263,1.7236180904522613,0.0086613974394586,0.020100502512562814,0.004211845287658055,0.00664124643317088,0.0028811507392949905,0.005025125628140704,0.020100502512562814,0.006553680952289967,0.00231186097212361,0.005025125628140704,0.010050251256281407,1.321608040201005
1608-1247-876,Cylshell/s1rmt3m1,1,493,1,66,7.46969696969697,1,1608-1247-876,1608,1247,876,/home/anna/.ssgetpy/MM/Cylshell/s1rmt3m1/s1rmt3m1.mtx,1247,1247,46103,True,1.0,1.0,0.0296480599147657,36.97113071371291,42,6.556946933747113,3.0304731355252605,0.9179847968727624,2,7,12.19978830378407,4.6042124317989845,1,18,3779,36.97113071371291,0.029648059914765764,0.03368083400160385,0.005258177172210997,0.0024302110148558625,0.0007361546085587508,0.0016038492381716118,0.0056134723336006415,0.00978331058843951,0.003692231300560533,0.0008019246190858059,0.014434643143544507,3.0304731355252605
1441-136-899,Oberwolfach/piston,1,147,1,56,2.625,1,1441-136-899,1441,136,899,/home/anna/.ssgetpy/MM/Oberwolfach/piston/piston.mtx,136,136,5700,False,0.0377426312005751,1.0,0.308174740484429,41.91176470588236,63,20.613199150999204,2.8823529411764706,0.3221897397089212,2,3,14.540816326530612,8.021232496454795,2,21,392,41.911764705882355,0.3081747404844291,0.4632352941176471,0.1515676408161706,0.021193771626297576,0.0023690422037420675,0.014705882352941176,0.022058823529411766,0.10691776710684274,0.058979650709226436,0.014705882352941176,0.15441176470588236,2.8823529411764706
413-1731-4612,FIDAP/ex15,1,162,0,55,2.94545454545455,0,413-1731-4612,413,1731,4612,/home/anna/.ssgetpy/MM/FIDAP/ex15/ex15.mtx,1731,1731,24511,True,1.0,1.0,0.0081802559838417,14.16002310803004,18,4.462739610266803,8.504332755632582,1.144831780693033,4,9,1.6650363426397663,0.4719777596540854,1,2,14721,14.16002310803004,0.008180255983841733,0.010398613518197574,0.002578128024417564,0.004912959419776188,0.0006613701794875985,0.002310803004043905,0.005199306759098787,0.0009618927456035623,0.0002726619062126432,0.0005777007510109763,0.0011554015020219526,8.504332755632582
1497-107-5,Pajek/GD98_c,1,134,0,0,0.0,0,1497-107-5,1497,107,5,/home/anna/.ssgetpy/MM/Pajek/GD98_c/GD98_c.mtx,107,107,306,False,1.0,1.0,0.0267272250851602,2.8598130841121496,3,0.3471808527290974,2.822429906542056,0.3821504355188948,2,3,1.0132450331125828,0.1143223609379607,1,2,302,2.8598130841121496,0.02672722508516028,0.028037383177570093,0.0032446808666270785,0.02637784959385099,0.0035714993973728487,0.018691588785046728,0.028037383177570093,0.009469579748715727,0.0010684332797940251,0.009345794392523364,0.018691588785046728,2.822429906542056
757-783-6,Nasa/nasa1824,0,800,1,82,9.75609756097561,1,757-783-6,757,783,6,/home/anna/.ssgetpy/MM/Nasa/nasa1824/nasa1824.mtx,783,783,16013,True,1.0,1.0,0.026118557012114,20.450830140485312,42,7.202938324835055,10.551724137931034,4.465799534463001,4,21,1.938150568869523,0.8810517073094152,1,5,8262,20.450830140485312,0.026118557012114064,0.05363984674329502,0.009199154948703775,0.013476020610384462,0.005703447681306514,0.005108556832694764,0.02681992337164751,0.002475288082847411,0.001125225679833225,0.001277139208173691,0.006385696040868455,10.551724137931034
278-689-34,HB/young1c,1,634,1,148,4.28378378378378,1,278-689-34,278,689,34,/home/anna/.ssgetpy/MM/HB/young1c/young1c.mtx,689,689,3339,False,0.8301886792452831,1.0,0.0070336050016746,4.846153846153846,5,0.3841797242324637,2.915820029027576,0.277657529088454,2,3,1.6620209059233448,0.9283736576100844,1,3,2009,4.846153846153846,0.007033605001674667,0.00725689404934688,0.0005575903109324582,0.004231959403523332,0.00040298625411967195,0.002902757619738752,0.0043541364296081275,0.0024122219244170464,0.0013474218542962038,0.001451378809869376,0.0043541364296081275,2.915820029027576
923-630-3344,Alemdar/Alemdar,1,33,1,69,0.478260869565217,0,923-630-3344,923,630,3344,/home/anna/.ssgetpy/MM/Alemdar/Alemdar/Alemdar.mtx,630,630,982,False,1.0,1.0,0.0024741748551272,1.5587301587301587,5,0.7119467878802395,1.542857142857143,0.7108488745499845,1,5,1.0102880658436213,0.1009069945287179,1,2,972,1.5587301587301587,0.002474174855127236,0.007936507936507936,0.0011300742664765706,0.002448979591836735,0.0011283315469047372,0.0015873015873015873,0.007936507936507936,0.0016036318505454306,0.0001601698325852665,0.0015873015873015873,0.0031746031746031746,1.542857142857143
1616-272-172,Bai/dwa512,0,300,1,97,3.09278350515464,1,1616-272-172,1616,272,172,/home/anna/.ssgetpy/MM/Bai/dwa512/dwa512.mtx,272,272,1260,False,0.9352226720647774,1.0,0.0170307093425605,4.632352941176471,5,0.5531836139354126,2.764705882352941,0.4241825029957634,2,3,1.675531914893617,0.9202435119694488,1,3,752,4.632352941176471,0.017030709342560554,0.01838235294117647,0.002033763286527252,0.010164359861591695,0.0015594944963079535,0.007352941176470588,0.011029411764705883,0.006160043804755945,0.0033832482057700322,0.003676470588235294,0.011029411764705883,2.764705882352941
206-141-4,HB/lund_a,1,129,1,61,2.11475409836066,1,206-141-4,206,141,4,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,141,141,2367,True,1.0,1.0,0.1190583974649162,16.78723404255319,21,4.325101582274934,2.851063829787234,0.4114697788471004,2,4,5.888059701492537,2.073261836624092,1,9,402,16.78723404255319,0.11905839746491625,0.14893617021276595,0.030674479306914425,0.020220310849554852,0.002918225381894329,0.014184397163120567,0.028368794326241134,0.04175928866306764,0.014703984656908453,0.0070921985815602835,0.06382978723404255,2.851063829787234
2210-447-240,JGD_Trefethen/Trefethen_700,1,12,1,51,0.235294117647059,0,2210-447-240,2210,447,240,/home/anna/.ssgetpy/MM/JGD_Trefethen/Trefethen_700/Trefethen_700.mtx,447,447,7471,True,1.0,1.0,0.0373907081262605,16.713646532438478,18,1.357180552393256,12.727069351230424,1.3010944118581416,8,14,1.3132360696080154,1.073483373738425,1,5,5689,16.713646532438478,0.03739070812626058,0.040268456375838924,0.003036198103788045,0.028472190942349943,0.002910725753597632,0.017897091722595078,0.03131991051454139,0.002937888298899363,0.0024015288003096757,0.0022371364653243847,0.011185682326621925,12.727069351230424
319-554-251,Bai/olm1000,1,54,1,64,0.84375,0,319-554-251,319,554,251,/home/anna/.ssgetpy/MM/Bai/olm1000/olm1000.mtx,554,554,2212,False,0.3329312424607961,0.6670687575392038,0.007207183724537,3.9927797833935017,6,1.9963735710680903,1.0,0.0,1,1,3.9927797833935017,1.9963735710680903,2,6,554,3.9927797833935017,0.007207183724537007,0.010830324909747292,0.0036035624026499826,0.0018050541516245488,0.0,0.0018050541516245488,0.0018050541516245488,0.007207183724537007,0.0036035624026499826,0.0036101083032490976,0.010830324909747292,1.0
988-833-591,Sandia/adder_dcop_05,1,571,1,59,9.67796610169492,1,988-833-591,988,833,591,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_05/adder_dcop_05.mtx,833,833,2268,False,-0.0111498257839721,0.5519163763066202,0.003268534304478,2.722689075630252,7,1.385459205696424,2.21968787515006,1.1620226595387717,1,6,1.2266089778258518,0.4788952257629019,1,5,1849,2.722689075630252,0.003268534304478094,0.008403361344537815,0.0016632163333690562,0.0026646913267107564,0.0013949851855207343,0.0012004801920768306,0.007202881152460984,0.0014725197813035436,0.0005749042326085256,0.0012004801920768306,0.006002400960384154,2.21968787515006
826-349-1165,TOKAMAK/utm5940,1,267,1,64,4.171875,1,826-349-1165,826,349,1165,/home/anna/.ssgetpy/MM/TOKAMAK/utm5940/utm5940.mtx,349,349,3452,False,0.0,0.6496938446664519,0.0283413108266763,9.89111747851003,20,2.6025458464831965,3.3810888252149,0.9490082083431268,1,6,2.925423728813559,2.6049882540051383,1,14,1180,9.89111747851003,0.028341310826676302,0.05730659025787966,0.0074571514225879555,0.009687933596604298,0.002719221227344203,0.0028653295128939827,0.017191977077363897,0.008382302947889855,0.00746414972494309,0.0028653295128939827,0.04011461318051576,3.3810888252148996
1607-1013-870,Cylshell/s3rmq4m1,1,315,1,63,5.0,1,1607-1013-870,1607,1013,870,/home/anna/.ssgetpy/MM/Cylshell/s3rmq4m1/s3rmq4m1.mtx,1013,1013,43579,True,1.0,1.0,0.0424676637084145,43.01974333662389,54,9.831030768723334,5.068114511352419,3.218943818664185,2,14,8.488313206077132,6.273732484073795,1,18,5134,43.01974333662389,0.0424676637084145,0.05330700888450148,0.009704867491335966,0.0050030745423024865,0.0031776345692637563,0.0019743336623889436,0.013820335636722606,0.00837938124982935,0.006193220616064951,0.0009871668311944718,0.017769002961500493,5.068114511352419
303-554-389,Bai/cdde4,1,53,1,61,0.868852459016393,0,303-554-389,303,554,389,/home/anna/.ssgetpy/MM/Bai/cdde4/cdde4.mtx,554,554,2670,False,0.0,1.0,0.008699448709093,4.819494584837545,5,0.4118056095768722,2.888086642599278,0.3152598259151018,2,3,1.66875,0.930872406670216,1,3,1600,4.819494584837545,0.008699448709093041,0.009025270758122744,0.0007433314252290111,0.005213152784475232,0.000569061057608487,0.0036101083032490976,0.005415162454873646,0.0030121841155234656,0.0016802751022928087,0.0018050541516245488,0.005415162454873646,2.888086642599278
2744-354-359,VDOL/spaceStation_11,0,400,1,51,7.84313725490196,1,2744-354-359,2744,354,359,/home/anna/.ssgetpy/MM/VDOL/spaceStation_11/spaceStation_11.mtx,354,354,354,False,1.0,1.0,0.0028248587570621,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,354,1.0,0.002824858757062147,0.002824858757062147,0.0,0.002824858757062147,0.0,0.002824858757062147,0.002824858757062147,0.002824858757062147,0.0,0.002824858757062147,0.002824858757062147,1.0
306-102-3,Bai/ck104,1,95,1,60,1.58333333333333,1,306-102-3,306,102,3,/home/anna/.ssgetpy/MM/Bai/ck104/ck104.mtx,102,102,972,False,0.0,1.0,0.0934256055363321,9.529411764705882,10,1.1606783205449993,4.764705882352941,0.5803391602724997,3,5,2.0,0.0,2,2,486,9.529411764705882,0.09342560553633218,0.09803921568627451,0.011379199221029404,0.04671280276816609,0.005689599610514702,0.029411764705882353,0.049019607843137254,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,4.764705882352941
306-102-3,Bai/ck104,1,95,1,60,1.58333333333333,1,306-102-3,306,102,3,/home/anna/.ssgetpy/MM/Bai/ck104/ck104.mtx,102,102,972,False,0.0,1.0,0.0934256055363321,9.529411764705882,10,1.1606783205449993,4.764705882352941,0.5803391602724997,3,5,2.0,0.0,2,2,486,9.529411764705882,0.09342560553633218,0.09803921568627451,0.011379199221029404,0.04671280276816609,0.005689599610514702,0.029411764705882353,0.049019607843137254,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,4.764705882352941
306-102-3,Bai/ck104,1,95,1,60,1.58333333333333,1,306-102-3,306,102,3,/home/anna/.ssgetpy/MM/Bai/ck104/ck104.mtx,102,102,972,False,0.0,1.0,0.0934256055363321,9.529411764705882,10,1.1606783205449993,4.764705882352941,0.5803391602724997,3,5,2.0,0.0,2,2,486,9.529411764705882,0.09342560553633218,0.09803921568627451,0.011379199221029404,0.04671280276816609,0.005689599610514702,0.029411764705882353,0.049019607843137254,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,4.764705882352941
76-1426-472,HB/bcsstm26,0,1450,1,51,28.4313725490196,1,76-1426-472,76,1426,472,/home/anna/.ssgetpy/MM/HB/bcsstm26/bcsstm26.mtx,1426,1426,1426,True,1.0,1.0,0.0007012622720897,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1426,1.0,0.0007012622720897616,0.0007012622720897616,0.0,0.0007012622720897616,0.0,0.0007012622720897616,0.0007012622720897616,0.0007012622720897616,0.0,0.0007012622720897616,0.0007012622720897616,1.0
776-1450-4230,Nemeth/nemeth12,1,13,1,52,0.25,0,776-1450-4230,776,1450,4230,/home/anna/.ssgetpy/MM/Nemeth/nemeth12/nemeth12.mtx,1450,1450,67074,False,1.0,1.0,0.0319020214030915,46.25793103448276,53,7.023091656032752,7.115862068965518,1.6074256935502105,2,11,6.50067842605156,9.66648478063503,1,46,10318,46.25793103448276,0.031902021403091556,0.036551724137931035,0.004843511486919139,0.004907491082045185,0.0011085694438277313,0.001379310344827586,0.007586206896551724,0.004483226500725214,0.006666541228024158,0.000689655172413793,0.031724137931034485,7.115862068965518
1560-802-2993,Schenk_IBMNA/c-41,1,193,1,51,3.7843137254902,1,1560-802-2993,1560,802,2993,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-41/c-41.mtx,802,802,802,False,1.0,1.0,0.0012468827930174,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,802,1.0,0.0012468827930174563,0.0012468827930174563,0.0,0.0012468827930174563,0.0,0.0012468827930174563,0.0012468827930174563,0.0012468827930174563,0.0,0.0012468827930174563,0.0012468827930174563,1.0
42-196-235,HB/bcsstk20,1,163,1,68,2.39705882352941,1,42-196-235,42,196,235,/home/anna/.ssgetpy/MM/HB/bcsstk20/bcsstk20.mtx,196,196,1320,True,1.0,1.0,0.0343606830487297,6.73469387755102,11,2.4889593776998584,3.479591836734694,1.2993686994368527,1,6,1.935483870967742,0.9680840060148352,1,4,682,6.73469387755102,0.0343606830487297,0.05612244897959184,0.012698772335203359,0.017753019575177012,0.006629432139983942,0.00510204081632653,0.030612244897959183,0.009874917709019092,0.004939204112320588,0.00510204081632653,0.02040816326530612,3.479591836734694
2297-374-3549,SNAP/ca-GrQc,1,17,0,0,0.0,0,2297-374-3549,2297,374,3549,/home/anna/.ssgetpy/MM/SNAP/ca-GrQc/ca-GrQc.mtx,374,374,127,False,1.0,1.0,0.0009079470388057,0.339572192513369,4,0.7994911844726069,1.4597701149425288,0.7994911844726069,1,4,1.0,0.0,1,1,127,0.339572192513369,0.0009079470388057995,0.0106951871657754,0.0021376769638304996,0.003903128649578954,0.0021376769638304996,0.00267379679144385,0.0106951871657754,0.00267379679144385,0.0,0.00267379679144385,0.00267379679144385,0.339572192513369
819-1128-993,Simon/raefsky6,1,4,1,54,0.0740740740740741,0,819-1128-993,819,1128,993,/home/anna/.ssgetpy/MM/Simon/raefsky6/raefsky6.mtx,1128,1128,41427,False,0.0,0.0,0.0325585672249886,36.72606382978724,106,26.88460950949809,6.01418439716312,3.3080298085453577,1,16,6.10657429245283,3.989076084144528,1,36,6784,36.726063829787236,0.03255856722498869,0.09397163120567376,0.023833873678633058,0.005331723756350284,0.0029326505394905653,0.0008865248226950354,0.014184397163120567,0.0054136296918908065,0.0035364149682132343,0.0008865248226950354,0.031914893617021274,6.01418439716312
246-948-273,HB/sherman5,1,316,1,58,5.44827586206897,1,246-948-273,246,948,273,/home/anna/.ssgetpy/MM/HB/sherman5/sherman5.mtx,948,948,4645,False,0.145523397349202,0.7422234243981607,0.0051685538286243,4.899789029535865,15,5.113013920174335,1.90084388185654,1.0304843628316869,1,5,2.5776914539400666,2.345754802150846,1,9,1802,4.899789029535865,0.00516855382862433,0.015822784810126583,0.0053934745993400165,0.0020051095800174474,0.0010870088215524122,0.0010548523206751054,0.005274261603375527,0.002719083812173066,0.002474424896783593,0.0010548523206751054,0.00949367088607595,1.90084388185654
1549-731-2694,Schenk_IBMNA/c-30,1,5,1,51,0.0980392156862745,0,1549-731-2694,1549,731,2694,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-30/c-30.mtx,731,731,731,False,1.0,1.0,0.0013679890560875,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,731,1.0,0.0013679890560875513,0.0013679890560875513,0.0,0.0013679890560875513,0.0,0.0013679890560875513,0.0013679890560875513,0.0013679890560875513,0.0,0.0013679890560875513,0.0013679890560875513,1.0
1126-138-232,Sandia/oscil_dcop_15,1,16,1,55,0.290909090909091,0,1126-138-232,1126,138,232,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_15/oscil_dcop_15.mtx,138,138,394,False,0.1796875,1.0,0.0206889308968704,2.855072463768116,10,1.0183157780052852,1.2753623188405796,0.8144360184479487,1,8,2.238636363636364,0.9474165612315776,1,3,176,2.8550724637681157,0.020688930896870406,0.07246376811594203,0.0073790998406180084,0.009241755933627388,0.005901710278608324,0.007246376811594203,0.057971014492753624,0.01622200263504612,0.006865337400228823,0.007246376811594203,0.021739130434782608,1.2753623188405796
1085-788-202,Sandia/fpga_dcop_31,1,12,1,54,0.222222222222222,0,1085-788-202,1085,788,202,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_31/fpga_dcop_31.mtx,788,788,1706,False,0.0392156862745098,0.869281045751634,0.0027474297199103,2.16497461928934,4,0.4007500890500039,1.1928934010152283,0.4041036377687984,1,4,1.8148936170212768,0.3883838435868021,1,2,940,2.16497461928934,0.00274742971991033,0.005076142131979695,0.0005085661028553349,0.0015138241129634877,0.0005128218753411147,0.0012690355329949238,0.005076142131979695,0.0023031644886056814,0.0004928728979527946,0.0012690355329949238,0.0025380710659898475,1.1928934010152283
1540-1036-1540,Schenk_IBMNA/c-21,1,69,1,51,1.35294117647059,0,1540-1036-1540,1540,1036,1540,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-21/c-21.mtx,1036,1036,1036,False,1.0,1.0,0.0009652509652509,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1036,1.0,0.0009652509652509653,0.0009652509652509653,0.0,0.0009652509652509653,0.0,0.0009652509652509653,0.0009652509652509653,0.0009652509652509653,0.0,0.0009652509652509653,0.0009652509652509653,1.0
1021-145-446,Sandia/adder_dcop_38,1,26,0,0,0.0,0,1021-145-446,1021,145,446,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_38/adder_dcop_38.mtx,145,145,204,False,0.0597014925373134,0.6567164179104478,0.0097027348394768,1.406896551724138,5,0.8920283109468365,1.330935251798561,0.7135733284591331,1,4,1.1027027027027028,0.3208826395601261,1,3,185,1.4068965517241379,0.009702734839476814,0.034482758620689655,0.006151919385840252,0.009178863805507318,0.004921195368683677,0.006896551724137931,0.027586206896551724,0.007604846225535881,0.0022129837211043177,0.006896551724137931,0.020689655172413793,1.2758620689655173
1389-910-204,Andrianov/net25,1,1,1,51,0.0196078431372549,0,1389-910-204,1389,910,204,/home/anna/.ssgetpy/MM/Andrianov/net25/net25.mtx,910,910,910,False,1.0,1.0,0.001098901098901,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,910,1.0,0.001098901098901099,0.001098901098901099,0.0,0.001098901098901099,0.0,0.001098901098901099,0.001098901098901099,0.001098901098901099,0.0,0.001098901098901099,0.001098901098901099,1.0
1058-311-738,Sandia/fpga_dcop_04,1,7,1,51,0.137254901960784,0,1058-311-738,1058,311,738,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_04/fpga_dcop_04.mtx,311,311,619,False,-0.0129870129870129,0.987012987012987,0.0063998511181646,1.990353697749196,2,0.0977407341065637,1.0,0.0,1,1,1.990353697749196,0.0977407341065637,1,2,311,1.9903536977491962,0.006399851118164618,0.006430868167202572,0.0003142788878024556,0.003215434083601286,0.0,0.003215434083601286,0.003215434083601286,0.006399851118164618,0.0003142788878024556,0.003215434083601286,0.006430868167202572,1.0
1542-163-120,Schenk_IBMNA/c-23,0,200,1,51,3.92156862745098,1,1542-163-120,1542,163,120,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-23/c-23.mtx,163,163,163,False,1.0,1.0,0.0061349693251533,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,163,1.0,0.006134969325153374,0.006134969325153374,0.0,0.006134969325153374,0.0,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.0,0.006134969325153374,0.006134969325153374,1.0
338-201-404,Bai/tub1000,1,46,1,53,0.867924528301887,0,338-201-404,338,201,404,/home/anna/.ssgetpy/MM/Bai/tub1000/tub1000.mtx,201,201,799,False,0.0,1.0,0.0197767381995495,3.9751243781094527,4,0.1849515452282696,1.9900497512437807,0.0992534196182089,1,2,1.9975,0.9987460888534182,1,3,400,3.9751243781094527,0.019776738199549518,0.01990049751243781,0.000920156941434177,0.009900745031063585,0.0004937981075532781,0.004975124378109453,0.009950248756218905,0.009937810945273632,0.00496888601419611,0.004975124378109453,0.014925373134328358,1.9900497512437811
