ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,id,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count,nonzeros_relative,avg_nnz_relative,max_nnz_relative,std_nnz_relative,avg_row_block_count_relative,std_row_block_count_relative,min_row_block_count_relative,max_row_block_count_relative,avg_row_block_size_relative,std_row_block_size_relative,min_row_block_size_relative,max_row_block_size_relative,block_count_relative
316,Bai/odepa400,0,400,1,52,7.69230769230769,1,316,/home/anna/.ssgetpy/MM/Bai/odepa400/odepa400.mtx,400,400,1201,False,0.9937578027465668,0.99625468164794,0.00750625,3.0025,5,0.1117754445305408,1.0025,0.0499374608885954,1,2,2.9950124688279303,0.0704461191612245,2,3,401,3.0025,0.00750625,0.0125,0.00027943861132635197,0.00250625,0.0001248436522214885,0.0025,0.005,0.007487531172069826,0.00017611529790306123,0.005,0.0075,1.0025
317,Bai/odepb400,1,8,0,0,0.0,0,317,/home/anna/.ssgetpy/MM/Bai/odepb400/odepb400.mtx,400,400,399,False,1.0,1.0,0.00249375,0.9975,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,399,0.9975,0.0024937500000000003,0.0025,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.9975
318,Bai/olm100,0,100,1,72,1.38888888888889,1,318,/home/anna/.ssgetpy/MM/Bai/olm100/olm100.mtx,100,100,396,False,0.3310810810810811,0.668918918918919,0.0396,3.96,6,1.9794948850653795,1.0,0.0,1,1,3.96,1.9794948850653795,2,6,100,3.96,0.039599999999999996,0.06,0.019794948850653794,0.01,0.0,0.01,0.01,0.039599999999999996,0.019794948850653794,0.02,0.06,1.0
319,Bai/olm1000,1,57,1,71,0.802816901408451,0,319,/home/anna/.ssgetpy/MM/Bai/olm1000/olm1000.mtx,1000,1000,3996,False,0.3331108144192256,0.6668891855807744,0.003996,3996.0,6,1.997994994988726,1.0,0.0,1,1,3996.0,1.997994994988726,2,6,1000,3.996,3.996,0.006,0.001997994994988726,0.001,0.0,0.001,0.001,3.996,0.001997994994988726,0.002,0.006,1.0
320,Bai/olm2000,1,233,1,66,3.53030303030303,1,320,/home/anna/.ssgetpy/MM/Bai/olm2000/olm2000.mtx,2000,2000,7996,False,0.3332221480987325,0.6667778519012675,0.001999,3998.0,6,1.998998749374296,1.0,0.0,1,1,3998.0,1.998998749374296,2,6,2000,3.998,1.999,0.003,0.0009994993746871481,0.0005,0.0,0.0005,0.0005,1.999,0.0009994993746871481,0.001,0.003,1.0
321,Bai/olm500,1,83,1,72,1.15277777777778,0,321,/home/anna/.ssgetpy/MM/Bai/olm500/olm500.mtx,500,500,1996,False,0.3328877005347594,0.6671122994652406,0.007984,3992.0,6,1.995979959819236,1.0,0.0,1,1,3992.0,1.995979959819236,2,6,500,3.992,7.984,0.012,0.003991959919638472,0.002,0.0,0.002,0.002,7.984,0.003991959919638472,0.004,0.012,1.0
322,Bai/olm5000,1,126,1,63,2.0,1,322,/home/anna/.ssgetpy/MM/Bai/olm5000/olm5000.mtx,5000,5000,19996,False,0.3332888770338757,0.6667111229661243,0.00079984,3.9992,6,1.999599799959982,1.0,0.0,1,1,3.9992,1.999599799959982,2,6,5000,3.9992,0.00079984,0.0012,0.00039991995999199637,0.0002,0.0,0.0002,0.0002,0.00079984,0.00039991995999199637,0.0004,0.0012,1.0
323,Bai/pde225,1,47,1,63,0.746031746031746,0,323,/home/anna/.ssgetpy/MM/Bai/pde225/pde225.mtx,225,225,1065,False,0.5,1.0,0.021037037037037,4.733333333333333,5,0.4807401700618652,2.8666666666666667,0.339934634239519,2,3,1.6511627906976745,0.9120312349361664,1,3,645,4.733333333333333,0.021037037037037038,0.022222222222222223,0.002136622978052734,0.012740740740740742,0.0015108205966200842,0.008888888888888889,0.013333333333333334,0.007338501291989664,0.004053472155271851,0.0044444444444444444,0.013333333333333334,2.8666666666666667
324,Bai/pde2961,1,268,1,92,2.91304347826087,1,324,/home/anna/.ssgetpy/MM/Bai/pde2961/pde2961.mtx,2961,2961,14585,False,0.5013764624913971,1.0,0.0016635260981981,4.925700776764606,5,0.2673586329218548,2.9682539682539684,0.1753231907490041,2,3,1.6594606894982364,0.9325753996634104,1,3,8789,4.925700776764606,0.001663526098198111,0.0016886187098953055,9.0293357960775e-05,0.0010024498373029276,5.921080403546238e-05,0.0006754474839581223,0.0010131712259371835,0.0005604392737244973,0.0003149528536519454,0.00033772374197906115,0.0010131712259371835,2.9682539682539684
325,Bai/pde900,1,98,1,72,1.36111111111111,0,325,/home/anna/.ssgetpy/MM/Bai/pde900/pde900.mtx,900,900,4380,False,0.5,1.0,0.0054074074074074,4.866666666666666,5,0.3527668414752787,2.933333333333333,0.2494438257849294,2,3,1.6590909090909092,0.9279298028451636,1,3,2640,4.866666666666666,0.005407407407407407,0.005555555555555556,0.0003919631571947541,0.003259259259259259,0.0002771598064276993,0.0022222222222222222,0.0033333333333333335,0.0018434343434343436,0.001031033114272404,0.0011111111111111111,0.0033333333333333335,2.933333333333333
327,Bai/qc324,0,350,1,56,6.25,1,327,/home/anna/.ssgetpy/MM/Bai/qc324/qc324.mtx,324,324,26730,False,0.0,1.0,0.2546296296296296,82.5,83,0.5,2.4814814814814814,0.51186203559575,1,3,33.24626865671642,39.24900161619557,1,82,804,82.5,0.25462962962962965,0.25617283950617287,0.0015432098765432098,0.0076588934613625965,0.001579821097517747,0.0030864197530864196,0.009259259259259259,0.10261194029850745,0.12113889387714682,0.0030864197530864196,0.25308641975308643,2.4814814814814814
331,Bai/rdb2048,1,188,0,2100,0.0895238095238095,0,331,/home/anna/.ssgetpy/MM/Bai/rdb2048/rdb2048.mtx,2048,2048,12032,False,0.7948717948717948,1.0,0.00286865234375,5875.0,6,0.3423265984407288,3.90625,0.2981060004427955,2,4,1504.0,0.86370365288101,1,3,8000,5.875,2.86865234375,0.0029296875,0.00016715165939488712,0.0019073486328125,0.00014555957052870874,0.0009765625,0.001953125,0.734375,0.0004217302992583057,0.00048828125,0.00146484375,3.90625
332,Bai/rdb5000,1,202,0,5050,0.04,0,332,/home/anna/.ssgetpy/MM/Bai/rdb5000/rdb5000.mtx,5000,5000,29600,False,0.7967479674796748,1.0,0.001184,5.92,6,0.2771281292110203,3.94,0.2408318915758459,2,4,1.50253807106599,0.864555080448478,1,3,19700,5.92,0.001184,0.0012,5.542562584220406e-05,0.000788,4.8166378315169176e-05,0.0004,0.0008,0.000300507614213198,0.0001729110160896956,0.0002,0.0006,3.94
333,Bai/rdb968,1,135,0,55,2.45454545454545,0,333,/home/anna/.ssgetpy/MM/Bai/rdb968/rdb968.mtx,968,968,5632,False,0.7924528301886793,1.0,0.0060105184072126,5.818181818181818,6,0.4065578140908708,3.863636363636364,0.3550113489048479,2,4,1.5058823529411764,0.8626024837563934,1,3,3740,5.818181818181818,0.006010518407212622,0.006198347107438017,0.00041999774182941194,0.0039913598797896325,0.00036674726126533874,0.002066115702479339,0.004132231404958678,0.0015556635877491491,0.0008911182683433816,0.0010330578512396695,0.0030991735537190084,3.8636363636363638
337,Bai/tub100,0,100,1,60,1.66666666666667,1,337,/home/anna/.ssgetpy/MM/Bai/tub100/tub100.mtx,100,100,396,False,0.0,1.0,0.0396,3.96,4,0.1959591794226542,1.98,0.1399999999999999,1,2,2.0,0.994936676326182,1,3,198,3.96,0.039599999999999996,0.04,0.001959591794226542,0.019799999999999998,0.0013999999999999991,0.01,0.02,0.02,0.00994936676326182,0.01,0.03,1.98
338,Bai/tub1000,1,76,1,58,1.31034482758621,0,338,/home/anna/.ssgetpy/MM/Bai/tub1000/tub1000.mtx,1000,1000,3996,False,0.0,1.0,0.003996,3996.0,4,0.063118935352238,1998.0,0.0446766158073773,1,2,2.0,0.9994993741863968,1,3,1998,3.996,3.996,0.004,6.3118935352238e-05,1.998,4.46766158073773e-05,0.001,0.002,0.002,0.0009994993741863968,0.001,0.003,1.998
339,Boeing/bcsstk34,0,600,1,81,7.40740740740741,1,339,/home/anna/.ssgetpy/MM/Boeing/bcsstk34/bcsstk34.mtx,588,588,21418,True,1.0,1.0,0.0619475681429034,36.425170068027214,47,9.307822352401551,10.802721088435376,3.516510050577672,3,19,3.3718513853904284,2.3712331598382983,1,18,6352,36.425170068027214,0.06194756814290343,0.07993197278911565,0.015829629851023045,0.018371974640196218,0.0059804592696899184,0.00510204081632653,0.03231292517006803,0.005734441131616375,0.0040327094555073105,0.0017006802721088435,0.030612244897959183,10.802721088435375
350,Boeing/crystk01,1,496,1,176,2.81818181818182,1,350,/home/anna/.ssgetpy/MM/Boeing/crystk01/crystk01.mtx,4875,4875,315891,False,1.0,1.0,0.0132919289940828,64.79815384615385,81,16.031298767768615,7.61251282051282,1.616900277149426,4,12,8.512058419336585,1.1443279729119258,1,9,37111,64.79815384615385,0.013291928994082842,0.016615384615384615,0.0032884715421063826,0.001561541091387245,0.0003316718517229592,0.0008205128205128205,0.0024615384615384616,0.0017460632655049405,0.00023473394316142067,0.00020512820512820512,0.0018461538461538461,7.61251282051282
353,Boeing/crystm01,1,74,1,52,1.42307692307692,0,353,/home/anna/.ssgetpy/MM/Boeing/crystm01/crystm01.mtx,4875,4875,105339,True,1.0,1.0,0.0044324102564102,21608.0,27,5.346647893054834,21608.0,5.346647893054834,8,27,1.0,0.0,1,1,105339,21.608,4.4324102564102565,0.005538461538461538,0.0010967482857548376,4.4324102564102565,0.0010967482857548376,0.001641025641025641,0.005538461538461538,0.00020512820512820512,0.0,0.00020512820512820512,0.00020512820512820512,21.608
357,Boeing/msc00726,0,750,1,81,9.25925925925926,1,357,/home/anna/.ssgetpy/MM/Boeing/msc00726/msc00726.mtx,726,726,34518,True,1.0,1.0,0.0654896068119208,47.54545454545455,88,18.518325373954507,20.78236914600551,6.690276477532516,8,34,2.287778366914104,1.2079750659672597,1,5,15088,47.54545454545455,0.06548960681192087,0.12121212121212122,0.025507335225832654,0.02862585281818941,0.009215256856105393,0.011019283746556474,0.046831955922865015,0.0031512098717825124,0.0016638775013323136,0.0013774104683195593,0.006887052341597796,20.78236914600551
360,Boeing/msc04515,1,483,0,52,9.28846153846154,0,360,/home/anna/.ssgetpy/MM/Boeing/msc04515/msc04515.mtx,4515,4515,97707,True,1.0,1.0,0.0047930302461709,21.640531561461795,27,4.967749428028693,8.71672203765227,1.2116715055928382,3,12,2.4826455940644374,0.5968364217431683,1,3,39356,21.640531561461795,0.004793030246170941,0.005980066445182724,0.0011002767282455577,0.0019306139618277451,0.00026836578196962085,0.000664451827242525,0.0026578073089701,0.0005498661337905731,0.00013218968366404614,0.00022148394241417498,0.000664451827242525,8.71672203765227
370,Bomhof/circuit_1,1,80,0,0,0.0,0,370,/home/anna/.ssgetpy/MM/Bomhof/circuit_1/circuit_1.mtx,2624,2624,35823,False,0.2060602413263924,0.999548641410646,0.0052027659782123,13.652057926829269,2571,72.86616252131033,7.548399390243903,7.433902165179673,1,67,1.8086030191346487,13.943744149656103,1,1502,19807,13.652057926829269,0.005202765978212374,0.9798018292682927,0.027769116814523754,0.0028766765968917312,0.002833041983681278,0.00038109756097560977,0.025533536585365852,0.0006892541993653387,0.005313926886301869,0.00038109756097560977,0.5724085365853658,7.548399390243903
371,Bomhof/circuit_2,1,126,0,0,0.0,0,371,/home/anna/.ssgetpy/MM/Bomhof/circuit_2/circuit_2.mtx,4510,4510,21199,False,0.4152593124925141,0.806563660318601,0.0010422269310377,4.700443458980044,1274,22.50663513456656,3.8993348115299336,5.099330376552555,1,135,1.2054475150688049,7.238927073313714,1,893,17586,4.700443458980044,0.0010422269310377038,0.2824833702882483,0.0049903847305025634,0.000864597519186238,0.001130671923847573,0.00022172949002217295,0.02993348115299335,0.00026728326276470176,0.0016050836082735507,0.00022172949002217295,0.19800443458980044,3.8993348115299336
377,Brunetiere/thermal,1,19,1,53,0.358490566037736,0,377,/home/anna/.ssgetpy/MM/Brunetiere/thermal/thermal.mtx,3456,3456,66528,False,0.0730593607305936,1.0,0.0055700231481481,19.25,27,4.968651728587948,7.0,1.4142135623730951,6,9,2.75,0.4330127018922193,2,3,24192,19.25,0.005570023148148148,0.0078125,0.0014376885788738275,0.002025462962962963,0.0004092053131866595,0.001736111111111111,0.0026041666666666665,0.0007957175925925925,0.00012529302716788752,0.0005787037037037037,0.0008680555555555555,7.0
380,DRIVCAV/cavity01,1,143,1,84,1.70238095238095,1,380,/home/anna/.ssgetpy/MM/DRIVCAV/cavity01/cavity01.mtx,317,317,7280,False,0.5198237885462555,0.8037831733483908,0.0729134532137845,23.113564668769715,62,12.453398089028427,6.132492113564669,2.085276106229641,3,14,3.7690329218107,3.7501231654597422,1,22,1944,22.965299684542586,0.07291345321378459,0.19558359621451105,0.039285167473275796,0.019345400989162993,0.006578158063815902,0.00946372239747634,0.04416403785488959,0.011889693759655205,0.011830041531418745,0.0031545741324921135,0.0694006309148265,6.132492113564669
381,DRIVCAV/cavity02,0,350,1,147,2.38095238095238,1,381,/home/anna/.ssgetpy/MM/DRIVCAV/cavity02/cavity02.mtx,317,317,5923,False,0.0,0.8037831733483908,0.0729134532137845,23.113564668769715,62,15.712163932865318,4.280757097791798,2.662991260818199,1,11,5.399410464259396,6.540025821905816,1,36,1357,18.684542586750787,0.07291345321378459,0.19558359621451105,0.04956518590809249,0.01350396560817602,0.00840060334642965,0.0031545741324921135,0.03470031545741325,0.017032840581259923,0.02063099628361456,0.0031545741324921135,0.11356466876971609,4.280757097791798
384,DRIVCAV/cavity05,1,324,0,0,0.0,0,384,/home/anna/.ssgetpy/MM/DRIVCAV/cavity05/cavity05.mtx,1182,1182,32632,False,0.6103499322813317,0.904908360532262,0.0234388644100308,27.704737732656515,62,14.414396781994366,6.382402707275804,1.9449170109854097,3,14,4.340800636267232,4.726294331466885,1,22,7544,27.607445008460235,0.02343886441003089,0.05245346869712352,0.012194921135359024,0.005399663880943996,0.0016454458637778424,0.0025380710659898475,0.011844331641285956,0.003672420166046727,0.003998556964015978,0.0008460236886632825,0.018612521150592216,6.382402707275804
389,DRIVCAV/cavity10,1,452,0,0,0.0,0,389,/home/anna/.ssgetpy/MM/DRIVCAV/cavity10/cavity10.mtx,2597,2597,76171,False,0.6400172395216033,0.9372682821986996,0.0113230084355797,29.40585290720061,62,14.936091980031648,6.428186368887178,1.859303818209581,3,14,4.57451779082305,5.06536169034792,1,22,16694,29.33038120908741,0.01132300843557975,0.023873700423565652,0.00575128686177576,0.0024752354135106577,0.0007159429411665695,0.0011551790527531767,0.005390835579514825,0.0017614623761351752,0.0019504665731027804,0.0003850596842510589,0.008471313053523296,6.428186368887178
395,DRIVCAV/cavity16,1,808,0,0,0.0,0,395,/home/anna/.ssgetpy/MM/DRIVCAV/cavity16/cavity16.mtx,4562,4562,137887,False,0.6542773036781541,0.953198243636148,0.0066398248997061,30.290881192459448,62,15.142200446676007,6.443226654975888,1.808317508170187,3,14,4.701197523304075,5.237571004332014,1,22,29394,30.225120561157386,0.006639824899706148,0.013590530469092503,0.0033192022022525223,0.001412368841511593,0.0003963870031061348,0.000657606313020605,0.003068829460762823,0.0010305123900271975,0.001148086585780801,0.00021920210434020167,0.004822446295484437,6.443226654975888
396,DRIVCAV/cavity17,1,3984,0,0,0.0,0,396,/home/anna/.ssgetpy/MM/DRIVCAV/cavity17/cavity17.mtx,4562,4562,131735,False,0.0,0.953198243636148,0.0066398248997061,30.290881192459448,62,16.72439197983518,5.8410784743533535,2.179463647721025,1,11,5.185837054827935,5.938596165397594,1,36,26647,28.876589215256466,0.006639824899706148,0.013590530469092503,0.003666021915790263,0.0012803766931945098,0.0004777430179134206,0.00021920210434020167,0.0024112231477422183,0.0011367463951836771,0.0013017527762818049,0.00021920210434020167,0.00789127575624726,5.8410784743533535
406,FIDAP/ex1,0,250,1,67,3.73134328358209,1,406,/home/anna/.ssgetpy/MM/FIDAP/ex1/ex1.mtx,216,216,4317,False,0.9980657640232108,1.0,0.093278463648834,20.14814814814815,48,8.74826922917744,12.166666666666666,5.201495511442412,4,30,1.6560121765601217,1.2926196966691432,1,16,2628,19.98611111111111,0.09327846364883402,0.2222222222222222,0.040501246431377036,0.05632716049382716,0.024080997738159318,0.018518518518518517,0.1388888888888889,0.007666723039630193,0.00598435044754233,0.004629629629629629,0.07407407407407407,12.166666666666666
407,FIDAP/ex10,1,264,0,2500,0.1056,0,407,/home/anna/.ssgetpy/MM/FIDAP/ex10/ex10.mtx,2410,2410,54840,True,1.0,1.0,0.0094419861916978,22.755186721991706,50,11.483626448880036,13.598340248962655,5.659464710879575,3,25,1.6733797143903333,0.5287953967953768,1,10,32772,22.755186721991702,0.009441986191697803,0.02074688796680498,0.004764990227751053,0.005642464833594462,0.0023483256061740975,0.0012448132780082987,0.01037344398340249,0.0006943484292076072,0.00021941717709351733,0.0004149377593360996,0.004149377593360996,13.598340248962655
408,FIDAP/ex10hs,1,174,0,2600,0.0669230769230769,0,408,/home/anna/.ssgetpy/MM/FIDAP/ex10hs/ex10hs.mtx,2548,2548,57308,True,1.0,1.0,0.008827066631507,22.491365777080063,50,11.300498211587858,13.164835164835164,5.806561587454724,3,25,1.7084426424994037,0.6934966085126071,1,10,33544,22.491365777080063,0.00882706663150709,0.019623233908948195,0.004435046393872786,0.00516673279624614,0.002278870324746752,0.0011773940345368916,0.009811616954474097,0.0006705033918757472,0.00027217292327810327,0.0003924646781789639,0.003924646781789639,13.164835164835164
411,FIDAP/ex13,1,440,0,90,4.88888888888889,0,411,/home/anna/.ssgetpy/MM/FIDAP/ex13/ex13.mtx,2568,2568,75628,True,1.0,1.0,0.0114681291912927,29.45015576323988,50,11.370728459858016,5.406542056074766,1.9901989299920664,1,16,5.447133390953615,4.870789377588578,2,45,13884,29.450155763239877,0.011468129191292788,0.019470404984423675,0.004427853761626953,0.002105351267941887,0.0007749995833302439,0.0003894080996884735,0.006230529595015576,0.0021211578625208783,0.001896724835509571,0.000778816199376947,0.017523364485981307,5.406542056074766
412,FIDAP/ex14,1,228,0,55,4.14545454545455,0,412,/home/anna/.ssgetpy/MM/FIDAP/ex14/ex14.mtx,3251,3251,65875,False,1.0,1.0,0.0063180048899607,20.53983389726238,37,7.891804080520746,12.104275607505382,6.580959517154581,2,27,1.696907321287896,1.459629403305439,1,11,39351,20.26299600123039,0.006318004889960744,0.011381113503537373,0.0024275004861644867,0.003723246880192366,0.0020242877628897514,0.0006151953245155337,0.008305136880959704,0.000521964725096246,0.0004489785922194522,0.00030759766225776686,0.003383574284835435,12.104275607505382
416,FIDAP/ex2,1,140,1,78,1.79487179487179,1,416,/home/anna/.ssgetpy/MM/FIDAP/ex2/ex2.mtx,441,441,26839,False,1.0,1.0,0.1380031982558707,60.859410430839006,125,25.591651285632665,4.294784580498866,1.696787684319382,1,9,14.170538542766632,12.58952976859934,3,70,1894,60.859410430839006,0.13800319825587076,0.2834467120181406,0.0580309552962192,0.009738740545348902,0.0038475911209056284,0.0022675736961451248,0.02040816326530612,0.032132740459788284,0.028547686550111882,0.006802721088435374,0.15873015873015872,4.294784580498866
418,FIDAP/ex21,0,700,1,86,8.13953488372093,1,418,/home/anna/.ssgetpy/MM/FIDAP/ex21/ex21.mtx,656,656,18964,False,0.9422327996538296,1.0,0.0444861689470553,29.182926829268293,62,14.636162208717185,4.149390243902439,1.0787298849957143,2,8,7.033063923585599,3.706886587554232,1,30,2722,28.908536585365855,0.04448616894705532,0.09451219512195122,0.02231122287914205,0.00632529000594884,0.001644405312493467,0.003048780487804878,0.012195121951219513,0.010721134029856097,0.005650741749320475,0.001524390243902439,0.04573170731707317,4.149390243902439
419,FIDAP/ex22,0,850,1,89,9.55056179775281,1,419,/home/anna/.ssgetpy/MM/FIDAP/ex22/ex22.mtx,839,839,22460,False,0.88617551561714,1.0,0.0322692461227893,27.073897497020265,62,13.803257595978508,4.114421930870083,1.008317906003217,2,8,6.580243337195829,3.578403929137764,1,22,3452,26.769964243146603,0.03226924612278935,0.07389749702026222,0.016452035275302156,0.004903959393170541,0.001201809184747577,0.0023837902264600714,0.009535160905840286,0.007842959877468211,0.00426508215630246,0.0011918951132300357,0.026221692491060787,4.114421930870083
422,FIDAP/ex25,0,850,1,86,9.88372093023256,1,422,/home/anna/.ssgetpy/MM/FIDAP/ex25/ex25.mtx,848,848,24369,False,0.9755481671646816,1.0,0.0342259255962976,29.02358490566038,62,14.768510822819184,4.027122641509434,1.0189109169388526,2,8,7.207027818448023,3.8846709040665335,1,16,3415,28.73702830188679,0.03422592559629761,0.07311320754716981,0.017415696725022623,0.004748965379138484,0.0012015458926165714,0.0023584905660377358,0.009433962264150943,0.008498853559490593,0.004580979839701101,0.0011792452830188679,0.018867924528301886,4.027122641509434
424,FIDAP/ex27,0,1000,1,67,14.9253731343284,1,424,/home/anna/.ssgetpy/MM/FIDAP/ex27/ex27.mtx,974,974,37652,False,0.5304041225928939,1.0,0.0429883332138685,41.87063655030801,92,22.55428009115529,7.751540041067762,2.836740597516081,2,17,5.40158940397351,5.873369926625349,1,51,7550,38.6570841889117,0.04298833321386859,0.0944558521560575,0.023156345062787773,0.007958460001096264,0.002912464679174621,0.002053388090349076,0.017453798767967144,0.005545779675537485,0.006030153928773459,0.001026694045174538,0.052361396303901436,7.751540041067762
426,FIDAP/ex29,1,52,1,54,0.962962962962963,0,426,/home/anna/.ssgetpy/MM/FIDAP/ex29/ex29.mtx,2870,2870,23754,False,0.9963608504117986,1.0,0.002883851934587,8.27665505226481,9,2.038508702749457,2.84808362369338,0.5035637664434105,1,3,2.9060435527281623,0.3590627239055344,1,3,8174,8.27665505226481,0.0028838519345870416,0.0031358885017421603,0.0007102817779614833,0.000992363631948913,0.00017545775834265173,0.0003484320557491289,0.0010452961672473868,0.0010125587291735757,0.00012510896303328725,0.0003484320557491289,0.0010452961672473868,2.84808362369338
427,FIDAP/ex3,1,247,1,200,1235.0,1,427,/home/anna/.ssgetpy/MM/FIDAP/ex3/ex3.mtx,1821,1821,52685,True,1.0,1.0,0.0158879217717754,28.93190554640308,62,11.459106584568628,5.228445908841296,1.9079541734299728,1,13,5.533557399432833,4.976760702156881,1,45,9521,28.931905546403076,0.01588792177177544,0.034047226798462386,0.006292754851492932,0.002871194897771168,0.001047750781674889,0.0005491488193300384,0.007138934651290499,0.003038746512593538,0.0027329822636775842,0.0005491488193300384,0.02471169686985173,5.228445908841296
430,FIDAP/ex33,1,145,0,51,2.84313725490196,0,430,/home/anna/.ssgetpy/MM/FIDAP/ex33/ex33.mtx,1733,1733,22189,True,1.0,1.0,0.0073882333668188,12.803808424697056,18,4.226103509600613,8.066358915175995,1.6105839931685155,2,9,1.5873095357321696,0.5162907812481621,1,6,13979,12.803808424697056,0.007388233366818844,0.0103866128101558,0.002438605602770117,0.0046545637133156344,0.0009293617964042213,0.001154068090017311,0.0051933064050779,0.0009159316420843448,0.0002979173579043059,0.0005770340450086555,0.003462204270051933,8.066358915175995
432,FIDAP/ex36,0,3100,1,139,22.3021582733813,1,432,/home/anna/.ssgetpy/MM/FIDAP/ex36/ex36.mtx,3079,3079,53099,False,0.995249782281688,1.0,0.0056794969663745,17.48717115946736,37,7.384146358210424,13.635595972718416,5.974209447780246,4,29,1.2824647484756098,0.7084739050242556,1,9,41984,17.24553426437155,0.005679496966374589,0.012016888600194868,0.002398228762004035,0.004428579400038459,0.0019403083623839707,0.0012991230919129587,0.009418642416368951,0.00041651989232725225,0.00023009870250868968,0.0003247807729782397,0.002923026956804157,13.635595972718415
433,FIDAP/ex37,1,53,1,54,0.981481481481482,0,433,/home/anna/.ssgetpy/MM/FIDAP/ex37/ex37.mtx,3565,3565,67591,False,0.9536750695030144,1.0,0.0053182629153233,18.95960729312763,85,20.3234447793655,12.253295932678824,12.618629494321022,1,54,1.5473067325962044,0.9595794763812492,1,12,43683,18.95960729312763,0.005318262915323318,0.023842917251051893,0.005700826025067461,0.0034371096585354348,0.0035395875159385756,0.00028050490883590464,0.01514726507713885,0.00043402713396807976,0.0002691667535431274,0.00028050490883590464,0.0033660589060308557,12.253295932678823
438,FIDAP/ex7,1,90,1,500,0.18,0,438,/home/anna/.ssgetpy/MM/FIDAP/ex7/ex7.mtx,1633,1633,46626,False,0.8240392950014447,1.0,0.0204534537023252,33.400489895897124,75,17.07567131270795,11.280465401102266,6.360546393698436,1,25,2.9609141740404974,3.658334784849629,1,46,18421,28.552357624004898,0.020453453702325243,0.04592774035517452,0.010456626645871372,0.006907817147031393,0.003895006977157646,0.000612369871402327,0.015309246785058175,0.0018131746319905067,0.002240254001745027,0.000612369871402327,0.028169014084507043,11.280465401102266
440,FIDAP/ex9,1,258,1,224,1.15178571428571,0,440,/home/anna/.ssgetpy/MM/FIDAP/ex9/ex9.mtx,3363,3363,99471,True,1.0,1.0,0.0087951398476838,29.578055307760927,50,11.514464400039534,4.969669937555754,1.364224335857613,2,7,5.951714234428289,5.096918828717175,2,18,16713,29.578055307760927,0.008795139847683892,0.014867677668748141,0.003423866904561265,0.001477749015032933,0.0004056569538678599,0.0005947071067499256,0.0020814748736247396,0.0017697633762795983,0.0015155869249828056,0.0005947071067499256,0.0053523639607493305,4.969669937555754
467,Grund/poli,1,23,1,54,0.425925925925926,0,467,/home/anna/.ssgetpy/MM/Grund/poli/poli.mtx,4008,4008,8188,False,0.0023923444976076,0.0291866028708134,0.0005097091246648,2.0429141716566868,63,3.5704563257195883,1.3041417165668665,1.0451689125518029,1,17,1.566481729481538,1.9228295066023704,1,32,5227,2.0429141716566868,0.000509709124664842,0.015718562874251496,0.0008908324165967037,0.0003253846598220725,0.0002607706867644219,0.000249500998003992,0.0042415169660678645,0.0003908387548606632,0.00047974788088881495,0.000249500998003992,0.007984031936127744,1.3041417165668663
539,Hamm/add20,1,194,1,116,1.67241379310345,1,539,/home/anna/.ssgetpy/MM/Hamm/add20/add20.mtx,2395,2395,13151,False,0.5265898103384158,1.0,0.0030193383048365,7.231315240083507,84,6.830319151043336,5.1611691022964505,10.00850971382128,1,91,1.4011002346088504,0.7016423598943183,1,12,12361,5.491022964509394,0.0030193383048365374,0.03507306889352818,0.0028519077874919986,0.0021549766606665764,0.004178918460885712,0.0004175365344467641,0.037995824634655534,0.0005850105363711275,0.0002929613193713229,0.0004175365344467641,0.005010438413361169,5.1611691022964505
540,Hamm/add32,1,54,1,65,0.830769230769231,0,540,/home/anna/.ssgetpy/MM/Hamm/add32/add32.mtx,4960,4960,19848,False,0.3052122514777001,1.0,0.0009708311654526,4.815322580645161,15,1.930860741999484,2.992741935483871,2.1658892752764496,1,22,1.609000269469146,0.6775571125724799,1,5,14844,4.001612903225807,0.0009708311654526535,0.0030241935483870967,0.00038928643991925085,0.0006033753902185224,0.0004366712248541229,0.00020161290322580645,0.004435483870967742,0.00032439521561877945,0.00013660425656703224,0.00020161290322580645,0.0010080645161290322,2.992741935483871
758,Nasa/nasa2146,1,173,1,68,2.54411764705882,1,758,/home/anna/.ssgetpy/MM/Nasa/nasa2146/nasa2146.mtx,2146,2146,72250,True,1.0,1.0,0.0156883914154859,33.6672879776328,36,4.966825810128566,2.931034482758621,0.2533954906327426,2,3,11.486486486486486,1.3680054848479744,7,12,6290,33.6672879776328,0.01568839141548593,0.016775396085740912,0.002314457507049658,0.0013658128997011282,0.00011807804782513634,0.0009319664492078285,0.0013979496738117428,0.005352510012342258,0.0006374676071053002,0.0032618825722274,0.005591798695246971,2.9310344827586206
